ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,LoanAmount,LoanDuration,MaritalStatus,HomeOwnershipStatus,MonthlyDebtPayments,DebtToIncomeRatio,LoanPurpose,PaymentHistory,SavingsAccountBalance,MonthlyIncome,NetWorth,InterestRate,LoanApproved,RiskScore
11-07-2018,50,111020,498,Employed,Associate,23552,12,Married,Rent,496,0.452129129,Other,23,2429,9251.666667,30012,0.242604556,1,44
12-07-2018,42,54202,553,Unemployed,High School,12176,60,Single,Rent,292,0.0518712,Auto,22,4326,4516.833333,4212,0.239007979,0,65
13-07-2018,25,36184,620,Employed,Master,,48,Single,Other,210,0.227832641,Debt Consolidation,38,2111,3015.333333,40775,0.195525082,0,53
14-07-2018,42,56320,603,Employed,Master,21883,60,Married,Rent,653,0.069661939,Auto,31,2478,4693.333333,314536,0.200452406,1,32
15-07-2018,44,111257,487,Employed,Associate,18609,60,Single,Mortgage,525,0.185945256,Education,25,1370,9271.416667,1850,0.273964211,1,40
201-807-16,29,55172,606,Emplyoed,Bahcelor,40220,36,Married,Mortgage,317,0.576116699,Auto,31,14454,4597.666667,74216,0.223854822,0,55
17-07-2018,41,29020,583,Employed,High School,16570,60,Married,Mortgage,158,0.173766477,Home,23,713,2418.333333,11602,0.231909137,0,55
18-07-2018,40,19990,564,Employed,Bachelor,11236,24,Divorced,Mortgage,511,0.26027699,Debt Consolidation,28,1477,1665.833333,93057,0.191758952,0,53
19-07-2018,26,196442,,Employed,Associate,25519,24,Single,Mortgage,326,0.169365099,Auto,25,4763,16370.16667,6837,0.199145171,1,40.8
20-07-2018,44,21725,,EMPLOYED,Bachelor,38766,48,Single,Rent,206,0.427326576,Auto,10,2332,1810.416667,53042,0.239370718,0,52
21-07-2018,46,49098,472,Employed,Associate,31990,72,Married,Mortgage,352,0.126462887,Debt Consolidation,27,11754,4091.5,2088,0.33258932,0,57
22-07-2018,52,33061,640,,Associate,11580,36,Married,Own,384,0.305251334,Auto,19,9144,2755.083333,79011,0.163350962,1,39.2
23-07-2018,52,,550,Employed,High School,37597,,Single,Other,917,0.115573778,Home,22,3363,7589.75,5342,0.291777355,0,51
24-07-2018,23,17270,593,Employed,High School,28352,36,Single,Own,858,0.244350311,Home,24,24249,1439.166667,25827,0.208157691,0,54
2018-0-725,28,137635,622,Emlpoyed,Msater,12414,48,Divorced,Own,285,0.366311719,Home,18,1133,11469.58333,8385,0.1571312,1,40.8
26-07-2018,46,44523,613,Unemployed,High School,12648,96,Married,Mortgage,90,0.422808686,Home,30,2266,3710.25,6932,0.255169233,0,56
27-07-2018,46,,576,Employed,High School,29172,,Single,Mortgage,463,0.711083713,Debt Consolidation,23,2493,3416.5,7970,0.245967103,0,58
28-07-2018,46,49839,558,Employed,Associate,34869,108,Single,Rent,565,0.260473076,Auto,26,15200,4153.25,5439,0.342460806,0,65
29-07-2018,80,48462,656,Employed,Associate,29111,72,Married,Rent,477,0.284267305,Auto,19,3972,4038.5,5097,0.189980567,0,47
30-07-2018,46,37268,535,EMPLOYED,Bachelor,26549,48,Married,Rent,504,0.104144416,Debt Consolidation,19,652,3105.666667,18740,0.223858682,0,56
2018-0-731,53,85512,628,Employde,Asscoiate,20367,48,Single,Own,338,0.314813123,Auto,30,2369,7126,96908,0.182711544,1,39.2
01-08-2018,51,16619,617,Employed,High School,22186,48,Widowed,Rent,236,0.092377568,Home,23,10910,1384.916667,11195,0.215927232,0,49
02-08-2018,47,30548,490,Employed,High School,22280,84,Married,Own,920,0.21219409,Other,28,1701,2545.666667,6851,0.31156232,0,52
03-08-2018,36,108416,604,Unemployed,High School,60460,72,Married,Own,292,0.183829016,Debt Consolidation,22,48211,9034.666667,61429,0.22769426,0,47
04-08-2018,49,56255,571,Employed,Associate,14526,24,Married,Rent,573,0.009300333,Auto,19,23933,4687.916667,321457,0.206903761,1,36.8
05-08-2018,30,35795,510,Employed,Master,18086,36,Married,Rent,239,0.404420977,Debt Consolidation,22,1038,2982.916667,131828,0.246407452,0,52
06-08-2018,37,20882,566,Employed,,23838,48,Divorced,Mortgage,671,0.245815681,Home,24,2011,1740.166667,88077,0.218396123,0,51
07-08-2018,34,21573,522,Employed,Bachelor,12419,48,Divorced,Other,194,0.408702448,Education,28,2935,1797.75,47843,0.231705596,0,59
08-08-2018,40,86157,535,EMPLOYED,Bachelor,16775,36,Married,Mortgage,370,0.329415035,Auto,26,3368,7179.75,73344,0.238419356,1,40.8
09-08-2018,67,29708,626,Unemployed,,44904,108,Divorced,Rent,631,0.139038395,Debt Consolidation,16,1303,2475.666667,83146,0.331045567,0,50
10-08-2018,18,77920,578,Employed,Bachelor,20677,36,Divorced,Rent,1093,0.479770576,Debt Consolidation,26,6127,6493.333333,5109,0.234137448,0,56
11-08-2018,48,35187,574,Employed,Bachelor,,48,Married,Mortgage,572,0.210034661,Auto,25,7826,2932.25,11091,0.288651602,0,59
12-08-2018,20,53299,544,Self-Employed,Bachelor,36261,36,Divorced,Mortgage,630,0.457003658,Home,25,3678,4441.583333,165827,0.281908423,0,54
13-08-2018,34,54605,614,Employed,Master,12604,24,Single,Rent,462,0.22709889,Debt Consolidation,30,5395,4550.416667,3640,0.157229046,1,40
14-08-2018,53,36754,505,Self-Employed,Associate,36455,36,Married,Mortgage,674,0.182767575,Debt Consolidation,34,3055,3062.833333,117533,0.282110203,0,51
15-08-2018,40,,601,Employed,High School,38810,,Single,Mortgage,153,0.273687445,Home,12,6120,3118.833333,170152,0.211253005,0,47
16-08-2018,27,29512,545,Employed,Bachelor,28201,60,Single,Mortgage,455,0.238223981,Home,15,2290,1250,3661,0.298519061,0,53
17-08-2018,31,34589,445,Employed,High School,91631,60,Married,Rent,285,0.07125895,Debt Consolidation,29,1428,2882.416667,17138,0.396185064,0,52
18-08-2081,48,56584,615,Unemlpoyed,Asscoiate,15122,36,Married,Mortgage,115,0.496015721,Education,25,6834,4715.333333,115778,0.181059317,1,40.8
19-08-2018,31,32777,537,EMPLOYED,Master,27822,60,Divorced,Mortgage,392,0.206489602,Education,21,4771,2731.416667,114409,0.226000346,0,55
20-08-2018,42,,575,Self-Employed,Bachelor,20087,,Married,Rent,582,0.328179016,Home,29,12504,5908.416667,23706,0.238828607,0,61
21-08-2018,40,52184,574,Self-Employed,Associate,38284,48,Married,Rent,356,0.146371786,Other,16,7697,4348.666667,82766,0.228254072,0,53
22-08-2018,32,43451,506,Employed,High School,9077,36,Widowed,Rent,564,0.294275675,Other,23,1218,3620.916667,47111,0.246564393,0,56
23-08-2018,65,23881,599,Employed,High School,17067,60,Single,Own,678,0.410319198,Auto,23,22121,1990.083333,5423,0.219284181,0,57
24-08-2018,47,44248,,Self-Employed,High School,,36,Single,Rent,499,0.224881493,Debt Consolidation,28,41840,3687.333333,50429,0.232599733,0,54
25-08-2018,18,,551,,Master,35284,,Single,Other,264,0.541806924,Home,23,2316,1323.75,278826,0.3252975,0,54
26-08-2018,42,39637,599,Employed,Doctorate,,24,Single,Mortgage,337,0.109721187,Other,25,823,3303.083333,174623,0.245088583,0,50
27-08-2018,32,48777,549,Employed,Bachelor,32798,72,Divorced,Own,176,0.289103819,Auto,30,1382,4064.75,69125,0.296601346,0,55
28-08-2018,50,43208,564,Employed,High School,13574,84,Married,Other,361,0.340826994,Debt Consolidation,33,2108,3600.666667,2671,0.2052592,0,59
29-08-2018,30,18662,,Employed,Bachelor,28715,60,Single,Rent,511,0.427403284,Home,25,3730,1555.166667,87204,0.263870383,0,56
30-08-2018,38,42209,582,Self-Employed,Master,29658,48,Divorced,Rent,395,0.185024972,Education,36,794,3517.416667,102388,0.243953539,0,54
31-08-2018,46,99222,450,Employed,Master,44563,120,Married,Own,281,0.21913933,Debt Consolidation,32,8172,8268.5,13821,0.420091258,0,51
01-09-2018,50,27279,,Employed,Bachelor,14474,72,Single,Mortgage,590,0.169137765,Debt Consolidation,21,1524,2273.25,71005,0.202603629,0,46
02-09-2018,25,15000,603,Employed,Bachelor,33259,48,Single,Other,253,0.122754547,Other,19,2500,1250,78519,0.205886366,0,53
03-09-2018,35,75376,610,Employed,Bachelor,,36,Single,Mortgage,448,0.51654335,Debt Consolidation,22,1654,6281.333333,4964,0.170240778,0,70
04-09-2018,34,25096,,Employed,High School,9999,96,Single,Mortgage,312,0.416851356,Education,28,4662,2091.333333,125038,0.209118133,0,56
05-09-2018,32,,606,Employed,Bachelor,36726,,Married,Rent,570,0.234471781,Home,26,3099,2901.416667,2880,0.258782232,0,54
06-09-2018,61,68306,583,Employed,Bachelor,25261,24,Married,Mortgage,441,0.59425357,Other,25,2656,5692.166667,4148,0.215562773,0,60
07-09-2018,44,58991,587,Employed,Bachelor,14635,48,Divorced,Mortgage,248,0.252038461,Education,29,5121,4915.916667,2967,0.220188071,1,40.8
08-09-2018,24,92237,622,Employed,Bachelor,29532,96,Divorced,Mortgage,417,0.351477418,Auto,23,1961,7686.416667,44061,0.2765456,0,51
09-09-2018,51,52241,628,Employed,Bachelor,25118,12,Widowed,Rent,1434,0.073397528,Auto,24,917,4353.416667,4632,0.171683872,0,48
10-09-2018,65,66407,579,Employed,Bachelor,44037,48,Married,Rent,235,0.387217726,Home,24,2825,5533.916667,31667,0.276122238,0,54
11-09-2018,52,20071,565,Employed,High School,12684,36,Married,Rent,484,0.179396674,Education,33,6135,1672.583333,54748,0.24783323,0,51
12-09-2018,21,69356,589,Self-Employed,Master,18957,72,Widowed,Mortgage,530,0.483483269,Education,11,1945,5779.666667,2166,0.217521186,0,59
13-09-2018,34,31043,,Employed,Bachelor,13424,96,Single,Mortgage,852,0.427270661,Debt Consolidation,25,2254,2586.916667,42394,0.257274015,0,56
14-09-2018,55,300000,509,Employed,Bachelor,18698,36,Married,Mortgage,1099,0.081734052,Other,26,8564,25000,212190,0.206450196,1,42.4
15-09-2018,31,34233,599,Employed,Associate,26572,60,Widowed,Other,189,0.393475912,Auto,25,987,2852.75,4017,0.229287846,0,56
16-09-2018,45,,632,Employed,Master,35991,,Married,Other,390,0.29120211,Education,31,1014,6822.25,20078,0.223108849,0,48
17-09-2018,49,79592,583,Self-Employed,Bachelor,17337,60,Married,Mortgage,290,0.470580309,Other,27,1256,6632.666667,354369,0.232390554,1,51.2
18-09-2018,28,45466,589,Unemployed,Bachelor,31671,84,Single,Mortgage,256,0.585733782,Auto,19,3160,3788.833333,259643,0.25537716,0,74
19-09-2018,39,75932,530,Employed,Doctorate,29901,12,Single,Mortgage,350,0.180458703,Debt Consolidation,17,4763,6327.666667,71127,0.233539222,0,47
20-09-2018,18,160729,555,Employed,Master,22942,48,Widowed,Other,179,0.286985629,Other,18,4814,13394.08333,47782,0.264057981,1,42.4
21-09-2018,27,,,Employed,Bachelor,31897,,Married,Mortgage,389,0.071928095,Other,29,11187,2445.75,2007,0.3382764,0,54
22-09-2018,36,15000,575,,High School,16449,12,Married,Mortgage,195,0.073249963,Other,26,587,1250,7278,0.215628687,0,52
23-09-2018,25,22698,630,Employed,Doctorate,7604,36,Married,Mortgage,165,0.302651635,Education,22,3441,1891.5,102389,0.203860793,0,50
24-09-2018,59,117989,610,Employed,Doctorate,21413,48,Married,Own,642,0.541165424,Home,20,2737,9832.416667,50135,0.201274601,1,48.8
25-09-2018,22,28842,462,Employed,High School,23503,120,Single,Rent,255,0.294992691,Auto,23,2048,2403.5,25107,0.334279843,0,55
26-09-2018,34,197755,,Employed,Associate,23464,24,Married,Rent,310,0.380659887,Debt Consolidation,27,1533,16479.58333,7368,0.207100706,1,41.6
27-09-2018,41,80502,588,Employed,Bachelor,51696,36,Married,Own,430,0.26090696,Home,25,4479,6708.5,2473,0.210562257,0,51
0218-09-28,57,,617,Emlpoyed,iHgh School,28122,,Single,Mortgage,410,0.118816761,Auto,16,3388,2211.75,67057,0.227746562,0,46
29-09-2018,22,19683,578,Employed,High School,16797,96,Married,Own,339,0.077114597,Home,20,1128,1640.25,10776,0.26068246,0,57
30-09-2018,53,45788,635,Employed,Bachelor,31589,24,Married,Mortgage,86,0.319573794,Education,23,12430,3815.666667,23478,0.190670142,0,52
01-10-2018,40,16070,562,Unemployed,Doctorate,27411,96,Married,Other,371,0.272989871,Debt Consolidation,17,1321,1339.166667,103702,0.291953051,0,56
02-10-2018,28,42043,521,Employed,High School,28140,108,Married,Rent,470,0.117037602,Debt Consolidation,16,2373,3503.583333,1357,0.375168,0,51
03-10-2018,45,90083,581,Employed,Master,27462,36,Single,Own,433,0.321344269,Education,23,1362,7506.916667,28630,0.197088688,1,43.2
04-10-2018,42,28481,632,Unemployed,Master,12820,36,Married,Rent,412,0.414573854,Debt Consolidation,20,2701,2373.416667,6937,0.148100631,0,57
05-10-2018,32,16274,597,Employed,Master,15725,36,Widowed,Mortgage,503,0.51404643,Debt Consolidation,21,3453,1356.166667,298417,0.20275624,0,57
06-10-2018,40,25192,560,Employed,Associate,21634,36,Divorced,Mortgage,480,0.319135129,Auto,32,5336,2099.333333,85929,0.221748283,0,54
07-10-2018,35,78101,526,Employed,Associate,14215,36,Married,Other,345,0.156237431,Other,25,3210,6508.416667,19905,0.238078753,0,49
08-10-2018,41,73312,561,EMPLOYED,Associate,41720,24,Divorced,Mortgage,160,0.383632033,Auto,21,2477,6109.333333,55474,0.21877254,0,58
09-10-2018,47,72434,613,Employed,Master,10034,72,Married,Own,839,0.178942198,Education,15,15952,6036.166667,6844,0.20979533,1,37.6
10-10-2018,59,160132,634,Employed,Bachelor,21320,24,Single,Mortgage,474,0.165059608,Home,26,1426,13344.33333,6854,0.182340912,1,36
11-10-2018,25,15000,534,Employed,High School,19820,60,Single,Rent,497,0.238207172,Auto,32,2582,1250,47644,0.272035153,0,54
12-10-2018,65,49341,631,Employed,High School,33548,36,Married,Rent,487,0.256680768,Debt Consolidation,19,4896,4111.75,38528,0.187196394,0,51
13-10-2018,18,47185,531,Unemployed,Associate,18490,48,Single,Rent,231,0.07597366,Home,32,26725,3932.083333,17312,0.214911033,0,59
14-10-2018,38,107659,607,Employed,Doctorate,19552,96,Single,Rent,399,0.389597132,Education,27,718,8971.583333,146526,0.264646369,1,36
15-10-2018,47,179664,589,Employed,Bachelor,21380,24,Single,Mortgage,542,0.386390166,Education,17,20058,8772.416667,10869,0.20208937,1,42.4
16-10-2018,43,81136,575,Employed,Bachelor,15763,48,Widowed,Rent,395,0.309090166,Other,19,4825,6761.333333,7161,0.199334804,1,42.4
17-10-2018,32,86245,445,Employed,High School,17018,48,Single,Mortgage,581,0.197389754,Auto,23,2432,7187.083333,4917,0.287626603,1,39.2
18-10-2018,37,98074,620,Employed,Master,,60,Married,Own,495,0.406729752,Other,22,6384,8172.833333,3853,0.222123447,1,44
19-10-2018,34,23559,598,Employed,Bachelor,52609,96,Married,Mortgage,425,0.456998732,Debt Consolidation,28,924,1963.25,15436,0.273626053,0,60
20-10-2018,32,39808,619,EMPLOYED,Master,18027,60,Married,Rent,365,0.2451304,Auto,29,6266,3317.333333,29243,0.1708216,1,39.2
21-10-2018,50,18856,580,Employed,Associate,16282,36,Married,Own,355,0.191062761,Home,26,8849,1571.333333,42456,0.21690037,0,51
22-10-2018,44,101388,642,Employed,Bachelor,22076,48,Divorced,Mortgage,209,0.483182596,Debt Consolidation,26,10960,8449,62523,0.202530156,1,40.8
23-10-2018,31,80085,530,Employed,Associate,21534,48,Single,Mortgage,790,0.395718133,Auto,27,899,6673.75,60191,0.229754051,1,40.8
24-10-2018,50,22787,627,Employed,High School,20061,60,Married,Own,328,0.21788011,Home,24,3563,1898.916667,2918,0.187447236,0,51
25-10-2018,43,30579,571,Employed,High School,53420,120,Married,Rent,533,0.583125688,Auto,32,2158,2548.25,11459,0.331470268,0,59
26-10-2108,49,15004,583,Emlpoyed,High Scohol,44032,84,Married,Mortgage,675,0.199247732,Debt Consolidation,28,1308,1250.333333,2329,0.294125902,0,52
27-10-2018,47,49936,492,SELF-EMPLOYED,Associate,30787,120,Single,Own,480,0.240526539,Education,29,20264,4161.333333,1116683,0.36651668,1,38.4
28-10-2018,30,26960,603,Employed,Bachelor,12517,36,Married,Other,454,0.399609817,Education,26,14928,2246.666667,48358,0.199492671,0,52
29-10-2018,33,18391,552,Employed,,9769,96,Single,Mortgage,423,0.318222048,Home,28,1101,1532.583333,31569,0.265035366,0,55
30-10-2018,48,51404,563,Employed,Associate,9446,12,Divorced,Other,191,0.241505611,Education,31,4899,4283.666667,36315,0.194515643,0,55
31-10-2018,47,175236,482,Employed,Associate,27512,48,Married,Mortgage,461,0.603567558,Education,20,14151,14603,199907,0.265145323,1,41.6
01-11-2018,39,101044,615,Employed,Bachelor,15696,36,Divorced,Mortgage,247,0.305500203,Home,25,5732,8420.333333,57727,0.16124622,1,39.2
02-11-2018,41,40358,619,Employed,High School,10669,60,Divorced,Rent,367,0.460580097,Auto,28,2366,3363.166667,59741,0.224986695,0,52
03-11-2018,55,63122,656,Self-Employed,Bachelor,18914,24,Widowed,Rent,373,0.201938864,Education,24,975,5260.166667,43576,0.163762159,0,50
04-11-2018,32,140216,617,Employed,Associate,13335,48,Married,Other,411,0.432719704,Home,27,6819,11684.66667,9989,0.218494373,1,40
05-11-2018,46,120353,511,Employed,High School,24013,72,Divorced,Mortgage,624,0.025377308,Debt Consolidation,20,1280,10029.41667,3694,0.288520797,0,48
06-11-2018,37,41312,545,Self-Employed,Bachelor,36289,36,Married,Mortgage,850,0.414329565,Education,20,3994,3442.666667,69997,0.266026945,0,60
07-11-2018,37,57679,403,Employed,High School,18371,72,Single,Rent,1535,0.492211235,Auto,27,2748,4806.583333,27803,0.342047412,0,56
08-11-2018,53,35808,,Employed,Master,53571,24,Married,Rent,268,0.297502656,Other,29,1099,2984,62249,0.241044937,0,48
09-11-2018,49,61971,494,Self-Employed,Master,24754,108,Married,Rent,879,0.232919234,Home,23,965,5164.25,99941,0.286708827,0,54
10-11-2018,49,76040,600,Employed,Bachelor,37175,72,Single,Own,268,0.411105504,Education,17,3744,6336.666667,24547,0.20174,1,44
11-11-2018,55,89794,582,Emlpoyed,sAsociate,32141,60,Divorced,Rent,459,0.42461632,Auto,25,432,7482.833333,255602,0.268048468,1,38.4
12-11-2018,40,36971,611,Employed,Bachelor,29198,48,Married,Own,293,0.068491577,Debt Consolidation,31,2250,3080.916667,3965,0.233600175,0,47
13-11-2018,48,92250,498,Employed,Bachelor,36697,96,Single,Mortgage,546,0.127805731,Home,25,2542,7687.5,42950,0.305424089,0,49
14-11-2018,36,51610,476,Employed,Associate,19238,96,Single,Mortgage,193,0.25436203,Auto,23,1200,4300.833333,153721,0.365242985,0,48
15-11-2108,43,37703,467,Emplyoed,High School,8927,120,Married,Mortgage,287,0.124280722,Auto,27,3812,3141.916667,455394,0.361111398,0,45
16-11-2018,38,141114,544,Employed,High School,25539,48,Married,Mortgage,297,0.123922363,Other,20,5958,11759.5,27704,0.231021651,1,40
17-11-2018,41,34960,545,Employed,High School,36928,48,Married,Other,721,0.274058417,Debt Consolidation,18,23215,2913.333333,1326,0.282012851,0,56
18-11-2108,47,28900,599,Empolyed,,17636,60,Married,Own,603,0.251340091,Debt Consolidation,18,2950,2408.333333,59198,0.188007632,0,63
19-11-2018,30,,530,Unemployed,Master,25677,,Single,Rent,777,0.399917399,Home,19,3254,2324,47554,0.255648474,0,58
20-11-2018,65,75116,610,Employed,Associate,6549,108,Married,Own,267,0.114880048,Auto,25,2150,6259.666667,1381,0.222488907,0,60
21-11-2018,27,,546,Employed,High School,32442,,Single,Own,133,0.210766332,Debt Consolidation,28,1713,1616.583333,2484,0.212549448,0,55
22-11-2018,25,62204,380,Employed,High School,14467,120,Married,Rent,243,0.580347636,Debt Consolidation,21,2205,5183.666667,189158,0.419029068,0,54
23-11-2018,53,28908,,Employed,,8569,36,Married,Rent,434,0.193536542,Home,22,8040,2409,2610,0.182596528,0,51
24-11-2018,49,46181,585,,High School,32753,72,Single,Own,374,0.536602643,Auto,17,2437,3848.416667,119001,0.27313778,0,59
25-11-2018,47,190649,599,Self-Employed,Associate,19937,48,Widowed,Own,685,0.207827183,Auto,24,12872,15887.41667,13252,0.2585244,1,42.4
26-11-2018,47,25914,438,Unemployed,High School,25725,24,Married,Other,305,0.28686481,Home,20,3581,2159.5,3667,0.289737971,0,65
27-11-2018,39,15778,549,Employed,Bachelor,,36,Single,Other,790,0.567603345,Home,18,584,1314.833333,7394,0.253829261,0,67
28-11-2018,29,103112,610,EMPLOYED,Bachelor,36161,60,Single,Other,466,0.447830165,Auto,28,4669,8592.666667,11481,0.236155123,0,52
29-11-2018,40,25013,563,Employed,Master,29653,36,Married,Mortgage,136,0.757503613,Education,23,4186,2084.416667,36376,0.253597141,0,61
30-11-2018,31,26923,510,Employed,Bachelor,,36,Married,Other,1307,0.096141837,Education,26,6987,2243.583333,47106,0.235268598,0,53
01-12-2018,51,74246,583,Employed,High School,26795,48,Married,Rent,349,0.309761579,Debt Consolidation,28,5625,6187.166667,103976,0.265944404,0,49
02-12-2018,38,87561,591,Employed,Bachelor,,72,Divorced,Mortgage,410,0.806625837,Home,22,292,7296.75,33370,0.261503703,0,60
03-12-2018,30,15000,498,Employed,High School,5936,60,Divorced,Rent,298,0.244411705,Home,24,1815,1250,163061,0.250039432,0,55
04-12-2018,36,64483,525,Employed,Bachelor,17279,36,Single,Mortgage,177,0.259442721,Home,14,8642,3053.166667,158779,0.27531956,0,48
